"run","InsectId","Count","tick"
1,"gen",3400,491.0
1,"spec",1912,492.0
1,"gen",3360,492.0
1,"spec",1886,493.0
1,"gen",3339,493.0
1,"spec",1953,494.0
1,"gen",3372,494.0
1,"spec",1992,495.0
1,"gen",3315,495.0
1,"spec",1885,496.0
1,"gen",3230,496.0
1,"spec",1890,497.0
1,"gen",3261,497.0
1,"spec",1905,498.0
1,"gen",3321,498.0
1,"spec",1924,499.0
1,"gen",3351,499.0
1,"spec",1860,500.0
1,"gen",3282,500.0
1,"spec",1868,501.0
1,"gen",3275,501.0
1,"spec",1966,502.0
1,"gen",3354,502.0
1,"spec",1908,503.0
1,"gen",3343,503.0
1,"spec",1926,504.0
1,"gen",3344,504.0
1,"spec",1921,505.0
1,"gen",3328,505.0
1,"spec",1928,506.0
1,"gen",3295,506.0
1,"spec",1925,507.0
1,"gen",3306,507.0
1,"spec",1926,508.0
1,"gen",3294,508.0
1,"spec",1935,509.0
1,"gen",3307,509.0
1,"spec",1946,510.0
1,"gen",3316,510.0
1,"spec",1984,511.0
1,"gen",3239,511.0
1,"spec",1919,512.0
1,"gen",3195,512.0
1,"spec",1843,513.0
1,"gen",3220,513.0
1,"spec",1973,514.0
1,"gen",3247,514.0
1,"spec",1985,515.0
1,"gen",3264,515.0
1,"spec",1840,516.0
1,"gen",3162,516.0
1,"spec",1845,517.0
1,"gen",3193,517.0
1,"spec",1893,518.0
1,"gen",3225,518.0
1,"spec",1910,519.0
1,"gen",3171,519.0
1,"spec",1892,520.0
1,"gen",3140,520.0
1,"spec",1857,521.0
1,"gen",3178,521.0
1,"spec",1831,522.0
1,"gen",3186,522.0
1,"spec",1882,523.0
1,"gen",3161,523.0
1,"spec",1910,524.0
1,"gen",3181,524.0
1,"spec",1855,525.0
1,"gen",3099,525.0
1,"spec",1910,526.0
1,"gen",3077,526.0
1,"spec",1924,527.0
1,"gen",3165,527.0
1,"spec",1865,528.0
1,"gen",3163,528.0
1,"spec",1857,529.0
1,"gen",3110,529.0
1,"spec",1890,530.0
1,"gen",3079,530.0
1,"spec",1896,531.0
1,"gen",3074,531.0
1,"spec",1897,532.0
1,"gen",2990,532.0
1,"spec",1897,533.0
1,"gen",2989,533.0
1,"spec",1932,534.0
1,"gen",2976,534.0
1,"spec",1906,535.0
1,"gen",2931,535.0
1,"spec",1908,536.0
1,"gen",2930,536.0
1,"spec",1891,537.0
1,"gen",2948,537.0
1,"spec",1824,538.0
1,"gen",2930,538.0
1,"spec",1909,539.0
1,"gen",2883,539.0
1,"spec",1967,540.0
1,"gen",2903,540.0
1,"spec",1883,541.0
1,"gen",2913,541.0
1,"spec",1884,542.0
1,"gen",2833,542.0
1,"spec",1924,543.0
1,"gen",2824,543.0
1,"spec",1919,544.0
1,"gen",2851,544.0
1,"spec",1878,545.0
1,"gen",2779,545.0
1,"spec",0,546.0
1,"gen",0,546.0
1,"spec",0,547.0
1,"gen",0,547.0
